"","Branch","FIELDID","StreamName","Year","DateSampled","Common_Name","Quanity","Length","Final_FIELDID","COMID"
"548","Middle","md-11","TonquiskCreek",1995,"8/24/95","largemouth bass",2,"500ft","tonquishcreek17","10849668"
"549","Middle","md-11","TonquiskCreek",1995,"8/24/95","white sucker",31,"500ft","tonquishcreek17","10849668"
"550","Middle","md-11","TonquiskCreek",1995,"8/24/95","common shiner",14,"500ft","tonquishcreek17","10849668"
"551","Middle","md-11","TonquiskCreek",1995,"8/24/95","bluntnose minnow",2,"500ft","tonquishcreek17","10849668"
"552","Middle","md-11","TonquiskCreek",1995,"8/24/95","pumpkinseed",1,"500ft","tonquishcreek17","10849668"
"553","Middle","md-11","TonquiskCreek",1995,"8/24/95","blacknose dace",3,"500ft","tonquishcreek17","10849668"
"554","Middle","md-11","TonquiskCreek",1995,"8/24/95","bluegill",2,"500ft","tonquishcreek17","10849668"
"555","Middle","md-11","TonquiskCreek",1995,"8/24/95","fathead minnow",1,"500ft","tonquishcreek17","10849668"
"556","Middle","md-6","Middle Branch",1995,"8/15/95","rock bass",29,"500ft","md-6","10849648"
"557","Middle","md-6","Middle Branch",1995,"8/15/95","green sunfish",1,"500ft","md-6","10849648"
"558","Middle","md-6","Middle Branch",1995,"8/15/95","yellow perch",1,"500ft","md-6","10849648"
"559","Middle","md-6","Middle Branch",1995,"8/15/95","bluegill",12,"500ft","md-6","10849648"
"560","Middle","md-6","Middle Branch",1995,"8/15/95","largemouth bass",1,"500ft","md-6","10849648"
"561","Middle","md-6","Middle Branch",1995,"8/15/95","pumpkinseed",7,"500ft","md-6","10849648"
"562","Middle","md-6","Middle Branch",1995,"8/15/95","white sucker",7,"500ft","md-6","10849648"
"563","Middle","md-6","Middle Branch",1995,"8/15/95","bluntnose minnow",2,"500ft","md-6","10849648"
"564","Middle","md-6","Middle Branch",1995,"8/15/95","common carp",2,"500ft","md-6","10849648"
"565","Lower","l-5","Fellows Creek",1995,"8/23/95","creek chub",277,"550","dnrfel","10849706"
"566","Lower","l-5","Fellows Creek",1995,"8/23/95","white sucker",33,"550","dnrfel","10849706"
"567","Lower","l-5","Fellows Creek",1995,"8/23/95","common shiner",11,"550","dnrfel","10849706"
"568","Lower","l-5","Fellows Creek",1995,"8/23/95","largemouth bass",12,"550","dnrfel","10849706"
"569","Lower","l-5","Fellows Creek",1995,"8/23/95","green sunfish",19,"550","dnrfel","10849706"
"570","Lower","l-5","Fellows Creek",1995,"8/23/95","bluegill",1,"550","dnrfel","10849706"
"571","Lower","l-5","Fellows Creek",1995,"8/23/95","johnny darter",11,"550","dnrfel","10849706"
"572","Lower","l-5","Fellows Creek",1995,"8/23/95","central stoneroller",40,"550","dnrfel","10849706"
"573","Lower","l-5","Fellows Creek",1995,"8/23/95","common carp",2,"550","dnrfel","10849706"
"574","Lower","l-5","Fellows Creek",1995,"8/23/95","pumpkinseed",1,"550","dnrfel","10849706"
"575","Lower","l-5","Fellows Creek",1995,"8/23/95","mottled sculpin",1,"550","dnrfel","10849706"
"576","Lower","l-5","Fellows Creek",1995,"8/23/95","fathead minnow",11,"550","dnrfel","10849706"
"577","Lower","l-6","Fowler Creek",1995,"7/27/95","bluegill",6,"500ft","fowl5","10849784"
"578","Lower","l-6","Fowler Creek",1995,"7/27/95","central mudminnow",19,"500ft","fowl5","10849784"
"579","Lower","l-6","Fowler Creek",1995,"7/27/95","creek chub",29,"500ft","fowl5","10849784"
"580","Upper","u-3","Upper Rouge",1995,"8/31/95","brook stickleback",1,"500ft","ur-4","10849602"
"581","Upper","u-3","Upper Rouge",1995,"8/31/95","white sucker",26,"500ft","ur-4","10849602"
"582","Upper","u-3","Upper Rouge",1995,"8/31/95","creek chub",1,"500ft","ur-4","10849602"
"583","Upper","u-3","Upper Rouge",1995,"8/31/95","fathead minnow",25,"500ft","ur-4","10849602"
"584","Upper","u-3","Upper Rouge",1995,"8/31/95","green sunfish",3,"500ft","ur-4","10849602"
"585","Upper","u-3","Upper Rouge",1995,"8/31/95","largemouth bass",2,"500ft","ur-4","10849602"
"586","Upper","u-1","Upper Rouge",1986,"8/22/86","central mudminnow",2,"450ft","up2","10849602"
"587","Upper","u-1","Upper Rouge",1986,"8/22/86","mottled sculpin",29,"450ft","up2","10849602"
"588","Upper","u-1","Upper Rouge",1986,"8/22/86","common shiner",6,"450ft","up2","10849602"
"589","Upper","u-1","Upper Rouge",1986,"8/22/86","central stoneroller",2,"450ft","up2","10849602"
"590","Middle","walledlakebr8","WalledLakeBr8",1972,"June/ July","white sucker",1,"0","md-2","10849464"
"591","Upper","u-1","Upper Rouge",1986,"8/22/86","blacknose dace",29,"450ft","up2","10849602"
"592","Upper","u-1","Upper Rouge",1986,"8/22/86","bluegill",1,"450ft","up2","10849602"
"593","Upper","u-1","Upper Rouge",1986,"8/22/86","largemouth bass",1,"450ft","up2","10849602"
"594","Upper","u-1","Upper Rouge",1986,"8/22/86","northern hog sucker",13,"450ft","up2","10849602"
"595","Upper","u-1","Upper Rouge",1986,"8/22/86","stonecat",1,"450ft","up2","10849602"
"596","Upper","u-1","Upper Rouge",1986,"8/22/86","redside dace",1,"450ft","up2","10849602"
"597","Upper","u-2","Upper Rouge",1986,"7/29/86","creek chub",17,"450 ft","up6","10849602"
"598","Upper","u-2","Upper Rouge",1986,"7/29/86","white sucker",7,"450 ft","up6","10849602"
"599","Upper","u-2","Upper Rouge",1986,"7/29/86","green sunfish",3,"450 ft","up6","10849602"
"600","Upper","u-2","Upper Rouge",1986,"7/29/86","common shiner",5,"450 ft","up6","10849602"
"601","Upper","u-2","Upper Rouge",1986,"7/29/86","fathead minnow",8,"450 ft","up6","10849602"
"602","Upper","u-3","Upper Rouge",1986,"7/29/86","creek chub",5,"900ft","ur-4","10849602"
"603","Upper","u-3","Upper Rouge",1986,"7/29/86","white sucker",25,"0","ur-4","10849602"
"604","Upper","u-3","Upper Rouge",1986,"7/29/86","goldfish",1,"0","ur-4","10849602"
"605","Upper","u-3","Upper Rouge",1986,"7/29/86","pumpkinseed",2,"0","ur-4","10849602"
"606","Upper","u-3","Upper Rouge",1986,"7/29/86","sunfish hybrid",3,"0","ur-4","10849602"
"607","Upper","u-3","Upper Rouge",1986,"7/29/86","bluegill",1,"0","ur-4","10849602"
"608","Upper","u-3","Upper Rouge",1986,"7/29/86","largemouth bass",1,"0","ur-4","10849602"
"609","Upper","u-3","Upper Rouge",1986,"7/29/86","brown bullhead",1,"0","ur-4","10849602"
"610","Upper","u-3","Upper Rouge",1986,"7/29/86","central mudminnow",1,"0","ur-4","10849602"
"611","Upper","u-3","Upper Rouge",1986,"7/29/86","fathead minnow",2,"0","ur-4","10849602"
"612","Upper","u-4","Upper Rouge",1986,"8/29/86","creek chub",20,"750ft","u-4","10849608"
"613","Upper","u-4","Upper Rouge",1986,"8/29/86","white sucker",29,"750ft","u-4","10849608"
"614","Upper","u-4","Upper Rouge",1986,"8/29/86","green sunfish",2,"750ft","u-4","10849608"
"615","Upper","u-4","Upper Rouge",1986,"8/29/86","central mudminnow",2,"750ft","u-4","10849608"
"616","Upper","u-4","Upper Rouge",1986,"8/29/86","central stoneroller",1,"750ft","u-4","10849608"
"617","Upper","u-4","Upper Rouge",1986,"8/29/86","bluntnose minnow",2,"750ft","u-4","10849608"
"618","Upper","u-4","Upper Rouge",1986,"8/29/86","common shiner",2,"750ft","u-4","10849608"
"619","Upper","u-4","Upper Rouge",1986,"8/29/86","brook stickleback",1,"750ft","u-4","10849608"
"620","Upper","u-4","Upper Rouge",1986,"8/29/86","fathead minnow",3,"750ft","u-4","10849608"
"621","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","mottled sculpin",335,"500","frank1","10848522"
"622","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","central mudminnow",1,"500","frank1","10848522"
"623","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","white sucker",33,"500","frank1","10848522"
"624","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","creek chub",115,"500","frank1","10848522"
"625","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","green sunfish",2,"500","frank1","10848522"
"626","Main","mn-8dnr","Franklin Drain",1995,"8/1/95","largemouth bass",1,"500","frank1","10848522"
"627","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","blacknose dace",20,"600","peb3","10848526"
"628","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","central stoneroller",3,"600","peb3","10848526"
"629","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","blackchin shiner",1,"600","peb3","10848526"
"630","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","brook stickleback",19,"600","peb3","10848526"
"631","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","white sucker",6,"600","peb3","10848526"
"632","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","creek chub",66,"600","peb3","10848526"
"633","Main","mn-9dnr","Pebble Creek",1995,"7/18/95","fathead minnow",1,"600","peb3","10848526"
"634","Upper","u-6","Upper Rouge",1995,"8/21/95","largemouth bass",11,"500ft","min2","10849378"
"635","Upper","u-6","Upper Rouge",1995,"8/21/95","bluegill",12,"500ft","min2","10849378"
"636","Upper","u-6","Upper Rouge",1995,"8/21/95","green sunfish",8,"500ft","min2","10849378"
"637","Upper","u-6","Upper Rouge",1995,"8/21/95","pumpkinseed",11,"500ft","min2","10849378"
"638","Upper","u-6","Upper Rouge",1995,"8/21/95","fathead minnow",3,"500ft","min2","10849378"
"639","Upper","u-6","Upper Rouge",1995,"8/21/95","bluntnose minnow",1,"500ft","min2","10849378"
"640","Upper","u-6","Upper Rouge",1995,"8/21/95","creek chub",199,"500ft","min2","10849378"
"641","Upper","u-6","Upper Rouge",1995,"8/21/95","common shiner",83,"500ft","min2","10849378"
"642","Upper","u-6","Upper Rouge",1995,"8/21/95","johnny darter",48,"500ft","min2","10849378"
"643","Upper","u-6","Upper Rouge",1995,"8/21/95","blacknose dace",42,"500ft","min2","10849378"
"644","Upper","u-6","Upper Rouge",1995,"8/21/95","white sucker",24,"500ft","min2","10849378"
"645","Upper","u-6","Upper Rouge",1995,"8/21/95","mottled sculpin",26,"500ft","min2","10849378"
"646","Upper","u-6","Upper Rouge",1995,"8/21/95","central stoneroller",54,"500ft","min2","10849378"
"647","Upper","u-7","Upper Rouge",1995,"8/28/95","creek chub",293,"500 ft","u-7","10849532"
"648","Upper","u-7","Upper Rouge",1995,"8/28/95","common shiner",31,"500 ft","u-7","10849532"
"649","Upper","u-7","Upper Rouge",1995,"8/28/95","blacknose dace",108,"500 ft","u-7","10849532"
"650","Upper","u-7","Upper Rouge",1995,"8/28/95","white sucker",27,"500 ft","u-7","10849532"
"651","Upper","u-7","Upper Rouge",1995,"8/28/95","fathead minnow",2,"500 ft","u-7","10849532"
"652","Upper","u-7","Upper Rouge",1995,"8/28/95","largemouth bass",1,"500 ft","u-7","10849532"
"653","Upper","u-7","Upper Rouge",1995,"8/28/95","pumpkinseed",2,"500 ft","u-7","10849532"
"654","Upper","u-7","Upper Rouge",1995,"8/28/95","green sunfish",2,"500 ft","u-7","10849532"
"655","Middle","md-10","WillowCreek",1995,"8/22/95","creek chub",71,"500ft","md-10","10849718"
"656","Middle","md-10","WillowCreek",1995,"8/22/95","white sucker",30,"500ft","md-10","10849718"
"657","Middle","md-10","WillowCreek",1995,"8/22/95","green sunfish",35,"500ft","md-10","10849718"
"658","Middle","md-10","WillowCreek",1995,"8/22/95","bluntnose minnow",2,"500ft","md-10","10849718"
"659","Middle","md-10","WillowCreek",1995,"8/22/95","common shiner",2,"500ft","md-10","10849718"
"660","Middle","md-10","WillowCreek",1995,"8/22/95","fathead minnow",1,"500ft","md-10","10849718"
"661","Middle","md-10","WillowCreek",1995,"8/22/95","largemouth bass",2,"500ft","md-10","10849718"
"662","Middle","md-12","Ingersol Creek",1995,"7/24/95","creek chub",96,"500ft","bishopcr10","10849424"
"663","Middle","md-12","Ingersol Creek",1995,"7/24/95","blacknose dace",18,"500ft","bishopcr10","10849424"
"664","Middle","md-12","Ingersol Creek",1995,"7/24/95","brook stickleback",9,"500ft","bishopcr10","10849424"
"665","Middle","md-12","Ingersol Creek",1995,"7/24/95","green sunfish",9,"500ft","bishopcr10","10849424"
"666","Middle","md-12","Ingersol Creek",1995,"7/24/95","white sucker",8,"500ft","bishopcr10","10849424"
"667","Middle","md-12","Ingersol Creek",1995,"7/24/95","bluntnose minnow",6,"500ft","bishopcr10","10849424"
"668","Middle","md-12","Ingersol Creek",1995,"7/24/95","central mudminnow",6,"500ft","bishopcr10","10849424"
"669","Middle","md-12","Ingersol Creek",1995,"7/24/95","yellow perch",1,"500ft","bishopcr10","10849424"
"670","Middle","md-12","Ingersol Creek",1995,"7/24/95","pumpkinseed",1,"500ft","bishopcr10","10849424"
"671","Middle","md-13","Bishop Creek",1995,"7/24/95","creek chub",194,"500ft","md-13","10849426"
"672","Middle","md-13","Bishop Creek",1995,"7/24/95","blacknose dace",71,"500ft","md-13","10849426"
"673","Middle","md-13","Bishop Creek",1995,"7/24/95","white sucker",59,"500ft","md-13","10849426"
"674","Middle","md-13","Bishop Creek",1995,"7/24/95","central mudminnow",29,"500ft","md-13","10849426"
"675","Middle","md-13","Bishop Creek",1995,"7/24/95","largemouth bass",29,"500ft","md-13","10849426"
"676","Middle","md-13","Bishop Creek",1995,"7/24/95","pumpkinseed",15,"500ft","md-13","10849426"
"677","Middle","md-13","Bishop Creek",1995,"7/24/95","green sunfish",11,"500ft","md-13","10849426"
"678","Middle","md-13","Bishop Creek",1995,"7/24/95","yellow perch",10,"500ft","md-13","10849426"
"679","Middle","md-13","Bishop Creek",1995,"7/24/95","bluntnose minnow",9,"500ft","md-13","10849426"
"680","Middle","md-13","Bishop Creek",1995,"7/24/95","johnny darter",8,"500ft","md-13","10849426"
"681","Middle","md-13","Bishop Creek",1995,"7/24/95","bluegill",1,"500ft","md-13","10849426"
"682","Middle","md-13","Bishop Creek",1995,"7/24/95","brook stickleback",1,"500ft","md-13","10849426"
"683","Middle","md-14","Johnson Creek",1995,"7/24/95","redside dace",1,"500","md-14","10849630"
"684","Middle","md-14","Johnson Creek",1995,"7/24/95","rainbow darter",4,"500","md-14","10849630"
"685","Middle","md-14","Johnson Creek",1995,"7/24/95","johnny darter",2,"500","md-14","10849630"
"686","Lower","l-7","Canton Creek",1995,"9/6/95","creek chub",79,"250ft","l-7","10850176"
"687","Lower","l-7","Canton Creek",1995,"9/6/95","white sucker",10,"250ft","l-7","10850176"
"688","Lower","l-7","Canton Creek",1995,"9/6/95","central mudminnow",46,"250ft","l-7","10850176"
"689","Lower","l-7","Canton Creek",1995,"9/6/95","green sunfish",1,"250ft","l-7","10850176"
"690","Lower","l-7","Canton Creek",1995,"9/6/95","northern redbelly dace",9,"250ft","l-7","10850176"
"691","Lower","l-7","Canton Creek",1995,"9/6/95","brook stickleback",34,"250ft","l-7","10850176"
"692","Middle","md-9","TonquishCreek",1995,"8/22/95","golden shiner",4,"0","ton3","10849700"
"693","Middle","md-9","TonquishCreek",1995,"8/22/95","bluegill",1,"0","ton3","10849700"
"694","Middle","md-9","TonquishCreek",1995,"8/22/95","central mudminnow",1,"0","ton3","10849700"
"695","Middle","md-9","TonquishCreek",1995,"8/22/95","pumpkinseed",1,"0","ton3","10849700"
"696","Middle","md-9","TonquishCreek",1995,"8/22/95","creek chub",45,"0","ton3","10849700"
"697","Middle","md-9","TonquishCreek",1995,"8/22/95","common shiner",28,"0","ton3","10849700"
"698","Middle","md-9","TonquishCreek",1995,"8/22/95","green sunfish",28,"0","ton3","10849700"
"699","Middle","md-9","TonquishCreek",1995,"8/22/95","white sucker",11,"0","ton3","10849700"
"700","Middle","md-9","TonquishCreek",1995,"8/22/95","blacknose dace",11,"0","ton3","10849700"
"701","Middle","md-9","TonquishCreek",1995,"8/22/95","fathead minnow",4,"0","ton3","10849700"
"702","Middle","md-9","TonquishCreek",1995,"8/22/95","bluntnose minnow",3,"0","ton3","10849700"
